#Frame           test    test[Max]
    7181      15.6572      27.0426
    7182      18.4764      64.8436
    7183      15.6600      27.1724
    7184      18.7641      68.1458
    7185      18.7315      68.5384
    7186      18.7716      66.7872
    7187      15.5451      26.7004
    7188      18.5475      67.3476
    7189      15.5513      26.5509
    7190      15.5592      26.8822
    7191      15.5684      26.4792
    7192      15.5736      27.0863
    7193      15.5329      26.8082
    7194      15.6196      26.8970
    7195      18.9131      67.1205
    7196      15.6368      26.8007
    7197      15.5761      27.1395
    7198      15.5528      26.0207
    7199      15.5327      26.9720
    7200      18.5199      67.4761
    7201      15.5916      27.1991
    7202      15.5895      26.6679
    7203      15.6597      26.9195
    7204      15.6156      26.7675
    7205      15.5936      27.0242
    7206      18.9523      66.7743
    7207      15.6349      26.6597
    7208      15.6145      27.2371
    7209      18.9550      66.9994
    7210      18.4988      66.9091
    7211      18.5529      67.3186
    7212      18.5299      65.2649
    7213      18.9644      67.5220
    7214      18.5121      64.6978
    7215      18.5381      67.1255
    7216      18.5802      67.2553
    7217      15.5279      27.0715
    7218      18.4934      67.2569
    7219      18.4916      67.3132
    7220      19.1965      71.2896
    7221      15.6681      26.7946
    7222      15.5260      27.2797
    7223      15.5425      26.4130
    7224      15.6261      26.6647
    7225      15.6070      26.5155
    7226      15.5688      27.0968
    7227      15.6238      26.8017
    7228      15.6389      27.5920
    7229      15.4739      26.8604
    7230      15.6512      27.0166
    7231      18.5241      67.1035
    7232      18.5623      66.9367
    7233      15.4695      27.2125
    7234      15.4853      26.7810
    7235      18.5274      67.5389
    7236      20.2811      78.3893
    7237      15.5971      26.6562
    7238      15.5185      26.5965
    7239      15.4950      27.1161
    7240      15.5429      26.7219
    7241      18.5199      67.2914
    7242      18.5496      67.4465
    7243      15.4407      26.6299
    7244      15.5846      28.5762
    7245      18.5210      67.2552
    7246      18.5080      64.9912
    7247      19.1140      67.9394
    7248      18.5130      65.0380
    7249      15.5526      26.9484
    7250      15.4851      27.6586
    7251      15.6239      27.4242
    7252      15.4280      26.9086
    7253      18.4596      65.3850
    7254      15.4901      26.9936
    7255      15.6297      27.3844
    7256      15.5020      26.7851
    7257      15.4928      26.4928
    7258      15.5383      26.9118
    7259      15.5384      26.5310
    7260      15.5507      26.6765
    7261      15.5459      27.2479
    7262      15.5398      26.6884
    7263      18.5506      66.5187
    7264      18.5138      66.9025
    7265      15.5561      27.1159
    7266      18.5168      66.9877
    7267      15.5659      27.2582
    7268      15.5416      27.6565
    7269      15.5348      27.0895
    7270      18.5333      66.6128
    7271      15.6108      26.6429
    7272      15.5642      26.4390
    7273      15.4917      27.3308
    7274      15.5213      27.1332
    7275      15.5780      26.9741
    7276      15.4661      26.8806
    7277      15.5425      26.7980
    7278      15.6156      27.0715
    7279      15.6466      26.9101
    7280      18.5208      66.5222
    7281      15.6272      26.8627
    7282      18.4891      66.6303
    7283      18.4983      67.1244
    7284      15.6230      27.2252
    7285      15.6297      27.0336
    7286      18.7222      65.7816
    7287      15.6019      26.8229
    7288      18.5773      65.0688
    7289      15.6066      26.9140
    7290      18.4372      66.4717
    7291      15.6319      27.4329
    7292      18.5660      64.7107
    7293      15.6218      26.9153
    7294      15.6081      27.2210
    7295      18.5950      64.7349
    7296      18.5328      64.5750
    7297      15.6403      27.2838
    7298      15.6747      27.4192
    7299      15.5777      26.5746
    7300      15.6224      27.0719
    7301      15.6058      27.5745
    7302      18.4493      66.7569
    7303      18.4322      66.9557
    7304      18.6005      65.9410
    7305      18.4778      66.5457
    7306      15.6671      27.1122
    7307      15.6552      27.1859
    7308      15.6634      27.5165
    7309      18.6322      66.3283
    7310      15.7092      27.4227
    7311      15.4796      26.9516
    7312      15.4885      26.8457
    7313      15.5178      26.5415
    7314      15.6003      26.9712
    7315      15.5887      26.7421
    7316      15.6138      27.5132
    7317      18.5054      66.6129
    7318      15.6513      26.7830
    7319      15.6159      28.0307
    7320      15.6631      27.0566
    7321      15.5447      27.0505
    7322      15.5403      27.4594
    7323      15.6201      27.8919
    7324      18.6690      67.4347
    7325      18.6310      66.5365
    7326      15.5240      27.0443
    7327      15.6327      27.1611
    7328      19.2545      67.6319
    7329      19.2327      67.6806
    7330      15.5845      27.5689
    7331      15.5408      27.5376
    7332      15.5704      27.8088
    7333      15.5599      27.9447
    7334      15.6055      26.9308
    7335      19.1937      68.1088
    7336      15.5971      27.5218
    7337      19.1267      68.3986
    7338      15.5879      27.0193
    7339      15.5006      26.9913
    7340      19.1616      67.9645
    7341      19.7784      75.7241
    7342      19.7303      75.4611
    7343      15.6046      26.8509
    7344      19.8187      75.9861
    7345      15.4478      27.0275
    7346      20.1470      80.7723
    7347      15.5937      26.7289
    7348      15.5291      26.5473
    7349      19.0212      70.5679
    7350      15.5468      26.6343
    7351      15.6649      27.5135
    7352      15.5409      26.5641
    7353      15.5236      26.5541
    7354      15.5531      27.3695
    7355      18.4469      64.3567
    7356      18.6418      66.9218
    7357      15.5485      27.1615
    7358      20.0852      80.9513
    7359      18.7144      66.5715
    7360      18.7544      67.0419
    7361      18.7766      67.4719
    7362      18.8188      67.4008
    7363      15.5265      27.2291
    7364      15.5177      27.4234
    7365      18.7663      66.7683
    7366      19.1724      71.9193
    7367      15.5427      26.7419
    7368      15.4867      27.1030
    7369      19.1986      71.8671
    7370      18.7552      66.6626
    7371      19.1615      72.6253
    7372      15.6137      27.0796
    7373      18.7170      67.3234
    7374      15.4860      26.4403
    7375      15.5209      26.6391
    7376      15.5779      28.8500
    7377      15.5716      28.3232
    7378      15.5846      26.7084
    7379      15.5266      26.7038
    7380      15.4932      26.8620
    7381      15.6613      27.2439
    7382      15.5022      27.0786
    7383      15.6362      27.2960
    7384      15.6576      27.0624
    7385      18.5202      66.8223
    7386      18.5263      66.5848
    7387      15.6203      27.5766
    7388      15.6156      27.2601
    7389      15.5807      28.5357
    7390      18.7333      67.4181
    7391      15.6234      26.8811
    7392      15.6324      26.8660
    7393      15.5841      28.0389
    7394      18.4938      66.5681
    7395      15.5773      26.9075
    7396      18.7576      67.3510
    7397      18.5161      67.0723
    7398      15.5804      26.7136
    7399      15.5586      26.8846
    7400      18.5422      66.6930
    7401      18.5235      67.1065
    7402      18.4928      66.7968
    7403      15.6187      27.4231
    7404      18.5402      67.0550
    7405      18.5408      66.3584
    7406      15.6353      27.6420
    7407      15.5684      27.3246
    7408      15.5328      27.2279
    7409      15.6830      27.1949
    7410      15.6369      27.4096
    7411      15.6194      27.0085
    7412      15.6037      27.6521
    7413      15.6412      27.0662
    7414      15.6028      27.5883
    7415      15.5077      27.4048
    7416      15.6464      27.0866
    7417      15.6759      26.8872
    7418      18.6727      67.5326
    7419      15.7084      28.2417
    7420      15.6021      26.7912
    7421      18.5570      66.9387
    7422      15.5653      26.8811
    7423      15.6059      26.7954
    7424      15.6234      27.1268
    7425      15.4967      26.8766
    7426      15.7078      28.2568
    7427      15.6252      26.6984
    7428      15.6212      26.7308
    7429      18.6373      67.1452
    7430      15.6188      28.0857
    7431      15.6282      26.8423
    7432      15.6250      27.9463
    7433      18.7222      67.6750
    7434      15.6009      26.9971
    7435      15.6203      26.9174
    7436      15.5215      26.7382
    7437      15.6207      26.6245
    7438      15.5637      26.9905
    7439      15.6477      26.9352
    7440      15.4945      26.6577
    7441      15.5457      27.5884
    7442      15.6508      27.1640
    7443      15.5643      26.7747
    7444      15.4800      26.6164
    7445      18.4941      64.2682
    7446      15.6017      26.7625
    7447      15.5245      27.3791
    7448      15.6064      27.0025
    7449      15.5555      26.8391
    7450      15.6295      27.4833
    7451      15.5130      26.9609
    7452      15.5587      26.7381
    7453      15.4964      26.6345
    7454      15.5972      26.9226
    7455      15.5194      27.3036
    7456      15.5338      27.1301
    7457      15.6579      27.0773
    7458      15.5955      27.1957
    7459      15.6320      26.9837
    7460      15.5084      26.4590
    7461      15.7161      27.4610
    7462      15.5218      27.4147
    7463      15.4639      26.5893
    7464      15.6545      27.2779
    7465      15.6033      26.7848
    7466      15.6278      27.1465
    7467      15.6686      27.0831
