#Frame          test1   test1[Max]
    1040      15.7032      27.8778
    1041      15.7842      27.7082
    1042      15.7519      27.6397
    1043      15.6434      29.1605
    1044      15.6426      27.4727
    1045      15.5312      26.9717
    1046      15.5312      27.1175
    1047      15.7748      28.5193
    1048      15.6357      26.9046
    1049      15.7680      28.9029
    1050      15.6653      27.4889
    1051      15.6605      27.2802
    1052      15.6257      27.1363
    1053      15.6545      27.3438
    1054      15.6733      27.3871
    1055      15.6747      27.7118
    1056      15.6390      27.6320
    1057      15.6628      27.3080
    1058      15.7742      29.2465
    1059      15.6305      28.0311
    1060      15.6604      27.6624
    1061      15.6913      27.8281
    1062      15.7596      29.1207
    1063      15.6796      29.0271
    1064      15.7106      28.9288
