#Frame          test1   test1[Max]
     782       7.5250      12.6821
     783       7.4517      13.0114
     784       7.4765      12.4787
     785       7.2261      11.5145
     786       7.5943      13.0635
     787       7.5580      12.6162
     788       7.5767      12.8189
     789       7.3986      12.3474
     790       7.5752      12.6962
     791       7.5421      12.4478
     792       7.4662      12.6159
     793       7.6526      12.6757
     794       7.6547      12.9207
     795       7.6663      13.2337
     796       7.5798      12.8102
     797       7.2636      12.4084
     798       7.5615      12.6409
     799       7.4547      12.2787
     800       7.2480      12.2663
     801       7.5857      12.4604
     802       7.2931      11.8891
     803       7.3315      12.2527
     804       7.2847      12.1013
     805       7.2718      11.9948
     806       7.5725      12.4594
     807       7.6276      13.2032
     808       7.3099      12.1870
     809       7.4619      12.9860
     810       7.2554      11.7512
     811       7.7836      12.7520
     812       7.1635      11.9524
     813       7.4259      12.8404
     814       7.5858      12.9405
     815       7.2582      11.5154
     816       7.5121      12.7600
     817       7.6668      13.3185
     818       7.4230      11.9473
     819       7.7371      12.7904
     820       7.5469      12.1029
     821       7.5445      12.0250
     822       7.5414      12.0254
     823       7.5162      13.1683
     824       7.6124      12.9317
     825       7.4501      12.5496
     826       7.4720      12.1449
     827       7.5467      12.0401
     828       7.4296      12.5412
     829       7.5273      12.3625
     830       7.6273      12.5169
     831       7.3844      12.0778
     832       7.5223      12.7107
     833       7.5110      12.7617
     834       7.4157      11.6152
     835       7.7598      12.8250
     836       7.5671      12.8131
     837       7.6810      12.2295
     838       7.5197      11.9510
     839       7.4491      12.2273
     840       7.5088      12.1002
     841       7.6155      12.5235
     842       7.4597      12.2984
     843       7.4666      11.9882
     844       7.5924      11.9914
     845       7.4668      12.7184
     846       7.4077      12.1324
     847       7.4622      12.1770
     848       7.3313      12.1782
     849       7.4886      12.4027
     850       7.6881      13.1081
     851       7.4719      12.2015
     852       7.5221      12.0743
     853       7.5089      12.3121
     854       7.4951      12.5481
     855       7.4597      11.9210
     856       7.4729      11.9632
     857       7.7373      12.9088
     858       7.7509      13.4636
     859       7.4178      11.7765
     860       7.3926      11.6709
     861       7.4662      12.0925
     862       7.5603      12.4529
     863       7.5520      12.4747
     864       7.5263      12.5800
     865       7.5326      12.5026
     866       7.4226      11.8949
     867       7.5374      12.2345
     868       7.6301      12.3939
     869       7.7431      12.9173
     870       7.5529      12.8064
     871       7.3119      11.9423
     872       7.5301      12.3958
     873       7.5299      12.6865
     874       7.5302      12.5913
     875       7.6263      12.7420
     876       7.5497      13.0707
     877       7.5285      12.3565
     878       7.5178      12.7262
     879       7.6473      12.7085
     880       7.4580      12.1642
     881       7.5794      12.8425
     882       7.5292      12.4724
     883       7.5730      12.7790
     884       7.3585      11.8835
     885       7.5078      12.6265
     886       7.5351      13.0037
     887       7.4572      12.0057
     888       7.5832      12.6966
     889       7.3736      11.9852
     890       7.3262      12.1570
     891       7.5910      12.7927
     892       7.5826      12.9636
     893       7.6505      12.5195
     894       7.5697      12.7397
     895       7.6057      12.6673
     896       7.4681      11.9869
     897       7.2124      11.8545
     898       7.6211      12.3152
     899       7.6492      12.4598
     900       7.1440      11.8839
     901       7.2819      11.8149
     902       7.2109      12.0430
     903       7.0510      11.5572
     904       7.7416      13.2752
     905       7.1679      11.8851
     906       7.2323      11.9784
     907       7.5548      12.1760
     908       7.5102      12.3087
     909       7.6679      12.5921
     910       7.5863      12.4054
     911       7.4864      12.0442
     912       7.2373      11.7560
     913       7.4347      11.9217
     914       7.3827      11.6996
     915       7.5727      12.7259
     916       7.5562      12.5882
     917       7.2648      11.6251
     918       7.3734      12.0433
     919       7.6590      13.2063
     920       7.5729      12.8436
     921       7.5895      13.4450
     922       7.2634      12.0031
     923       7.4698      12.8985
     924       7.4254      12.6590
     925       7.4275      12.5070
     926       7.4762      12.5110
     927       7.5413      12.7642
     928       7.6626      13.1302
     929       7.4325      11.9812
     930       7.4758      12.1475
     931       7.4471      11.5192
     932       7.4162      12.2765
     933       7.5012      12.6694
     934       7.3899      11.7719
     935       7.8455      13.2719
     936       7.7790      13.0115
     937       7.5600      12.8706
     938       7.4508      11.4872
     939       7.5346      12.7240
     940       7.6274      13.4593
     941       7.6610      13.1123
     942       7.3778      11.7537
     943       7.4567      12.2368
     944       7.4200      11.4760
     945       7.3806      11.4954
     946       7.4147      12.1453
     947       7.5560      11.8263
     948       7.4424      11.6747
     949       7.4586      11.6516
     950       7.4615      11.2874
     951       7.5163      13.0047
     952       7.5065      11.3282
     953       7.4637      11.9443
     954       7.5427      11.6157
     955       7.6019      12.3178
     956       7.5464      11.8284
     957       7.3181      12.0804
     958       7.5052      12.1895
     959       7.5174      12.5307
     960       7.4591      12.3494
     961       7.5051      11.5304
     962       7.5215      12.4591
     963       7.5924      12.6428
     964       7.6472      13.0791
     965       7.3868      11.9969
     966       7.4992      12.4569
     967       7.6746      12.7957
     968       7.6104      12.5853
     969       7.3467      11.8308
     970       7.4592      12.3406
     971       7.6596      12.8070
     972       7.5098      11.2855
     973       7.4776      12.3708
     974       7.4727      12.1958
     975       7.5095      12.6358
     976       7.5091      12.4990
     977       7.5369      12.7194
     978       7.5535      12.8611
     979       7.5061      11.7432
     980       7.6309      12.4108
     981       7.5904      12.6406
     982       7.5901      12.5908
     983       7.4788      11.6915
     984       7.5920      12.9197
     985       7.5441      12.7259
     986       7.6069      12.1197
     987       7.5835      11.7703
     988       7.5495      12.1839
     989       7.6457      11.8154
     990       7.6520      12.0436
     991       7.5010      13.0940
     992       7.5788      12.0728
     993       7.4906      11.6574
     994       7.5436      11.6960
     995       7.4844      11.3300
     996       7.5220      11.6792
     997       7.8819      12.8309
     998       7.8673      12.5306
     999       7.4991      11.9215
    1000       7.5244      11.6132
    1001       7.5181      12.4645
    1002       7.5271      12.4876
    1003       7.3893      11.8985
    1004       7.4639      12.5767
    1005       7.8851      12.9467
    1006       7.6707      11.7456
    1007       7.5780      11.8719
    1008       7.5140      11.7285
    1009       7.5575      11.6584
    1010       7.4545      12.4172
    1011       7.5808      11.7423
    1012       7.4405      12.1704
    1013       7.5422      12.4116
    1014       7.5040      12.6951
    1015       7.6723      12.0573
    1016       7.6200      12.6154
    1017       7.5583      12.6267
    1018       7.4554      12.4209
    1019       7.5155      12.4643
    1020       7.5446      12.6121
    1021       7.4876      12.0187
    1022       7.6002      12.4036
    1023       7.5224      12.4493
    1024       7.4697      12.5108
    1025       7.3632      12.3299
    1026       7.3566      11.8911
    1027       7.4578      13.0133
    1028       7.4246      11.6929
    1029       7.5224      12.7529
    1030       7.4115      12.7578
    1031       7.4872      12.8770
    1032       7.4324      12.6968
    1033       7.4550      12.4109
    1034       7.5002      12.3677
    1035       7.4383      12.6078
    1036       7.5805      12.4425
    1037       7.4076      11.7335
    1038       7.4623      12.2206
    1039       7.5205      12.1413
    1040       7.6339      12.8995
    1041       7.4122      12.3167
    1042       7.5316      12.6963
    1043       7.4852      12.2925
    1044       7.5433      12.8245
    1045       7.5418      12.5184
    1046       7.5605      12.0328
    1047       7.6223      12.9560
    1048       7.6014      12.7663
    1049       7.6215      12.8265
    1050       7.5341      12.6254
    1051       7.4914      12.4913
    1052       7.5658      12.3907
    1053       7.4992      12.4441
    1054       7.5057      12.2064
    1055       7.5493      13.0064
    1056       7.5360      12.9033
    1057       7.4361      12.8073
    1058       7.5068      12.3398
    1059       7.4923      12.7908
    1060       7.4799      12.1558
    1061       7.5452      12.2866
    1062       7.3726      12.6281
    1063       7.4554      11.9968
    1064       7.4940      11.9105
    1065       7.4865      12.2136
