#Frame   WS_00005[lower] WS_00005[upper]
    8009               7              18
    8010               8              18
    8011               3              11
    8012               5              17
    8013               4              11
    8014               9              19
    8015               9              18
    8016               8              19
    8017               5              12
    8018               4              13
    8019               6              16
    8020               7              18
    8021               9              16
    8022               4              11
    8023               9              15
    8024               9              20
    8025               7              15
    8026               7              18
    8027               7              21
    8028               6              14
    8029               7              21
    8030               6              19
    8031               7              18
    8032               7              22
    8033               8              15
    8034               9              18
    8035               7              19
    8036               6              18
    8037               6              19
    8038               8              20
    8039               8              20
    8040               7              20
    8041               6              16
    8042               7              16
    8043               8              18
    8044               9              20
    8045               7              19
    8046               7              19
    8047               6              17
    8048               4              12
    8049               8              21
    8050               7              24
    8051               6              20
    8052               4               9
    8053               8              23
    8054               6              21
    8055               9              23
    8056              11              23
    8057               9              18
    8058               1               6
    8059               7              19
    8060               7              18
    8061               7              21
    8062               7              21
    8063               6              18
    8064               4               9
    8065              11              19
    8066               6              21
    8067               8              18
    8068               4              11
    8069               9              17
    8070               7              20
    8071               8              16
    8072               8              19
    8073               4              10
    8074               7              22
    8075               8              17
    8076               8              20
    8077               8              19
    8078               7              17
    8079               9              16
    8080               8              19
    8081               7              19
    8082              10              18
    8083               5              17
    8084               7              20
    8085               6              25
    8086               7              17
    8087               9              21
    8088               8              21
    8089               8              19
    8090               7              19
    8091               4               7
    8092               5              17
    8093               7              21
    8094               8              18
    8095               7              19
    8096               9              19
    8097               6              20
    8098               7              22
    8099               7              21
    8100               7              19
    8101               7              19
    8102               8              20
    8103               8              22
    8104               8              22
    8105               8              21
    8106               9              18
    8107               7              19
    8108               8              20
    8109               7              21
    8110               6              12
    8111               8              24
    8112               8              20
    8113               7              22
    8114               8              16
    8115               9              16
    8116               6              14
    8117               7              19
    8118               7              19
    8119               7              17
    8120               8              21
    8121               8              18
    8122               8              18
    8123              10              20
    8124              11              19
    8125               7              20
    8126               7              19
    8127               7              19
    8128               7              18
    8129               1               4
    8130               7              16
    8131               7              17
    8132               8              22
    8133               7              20
    8134               9              20
    8135               6              19
    8136               9              18
    8137               9              23
    8138               8              20
    8139               9              18
    8140               6              18
    8141              10              19
    8142               7              20
    8143               6              20
    8144              10              17
    8145               9              19
    8146               8              22
    8147               7              19
    8148               7              17
    8149               6              18
    8150               7              23
    8151               8              23
    8152               8              22
    8153               7              21
    8154               9              22
    8155               7              18
    8156               8              20
    8157               7              24
    8158               9              22
    8159               9              20
    8160               7              20
    8161               9              22
    8162               7              19
    8163               7              20
    8164              10              19
    8165              10              19
    8166               8              21
    8167               8              21
    8168              10              20
    8169               8              23
    8170               7              19
    8171               8              24
    8172               7              22
    8173               7              23
    8174               9              19
    8175               6              21
    8176               7              21
    8177               7              19
    8178               8              23
    8179               7              21
    8180              10              24
    8181               6              20
    8182               9              20
    8183               9              21
    8184               7              21
    8185               7              22
    8186               8              22
    8187               9              22
    8188              10              22
    8189               7              18
    8190               7              20
    8191               7              20
    8192               8              22
    8193               7              19
    8194               7              20
    8195               8              20
    8196               7              21
    8197               7              19
    8198              10              22
    8199               8              22
    8200               7              19
    8201               7              20
    8202               8              19
    8203               3               9
    8204               9              20
    8205               7              22
    8206               2               8
    8207               8              21
    8208              10              21
    8209               7              21
    8210               9              21
    8211               3               6
    8212               2               6
    8213               7              18
    8214               8              20
    8215               2               6
    8216               8              17
    8217               6              15
    8218               2               7
    8219               1               7
    8220               9              18
    8221               7              20
    8222               7              17
    8223               5              18
    8224               1               5
    8225               7              17
    8226               7              18
    8227               9              19
    8228               2               5
    8229               2               5
    8230               8              21
    8231               7              19
    8232               8              19
    8233               7              20
    8234               6              18
    8235               8              20
    8236               7              19
    8237               7              19
    8238               9              19
    8239              10              21
    8240               6              21
    8241               9              22
    8242               1               2
    8243               0               4
    8244               1               4
    8245               8              17
    8246               6              21
    8247               5              16
    8248               7              18
    8249               7              18
    8250               9              19
    8251               6              15
    8252               0               4
    8253               1               4
    8254               7              15
    8255               5              19
    8256               7              18
    8257               1               6
    8258               0               3
    8259               6              16
    8260               2               9
    8261               5              13
    8262               2               4
    8263               7              20
    8264               3              12
    8265               0               5
    8266               7              18
    8267               7              16
    8268               1               4
    8269               9              22
    8270               9              20
    8271               7              19
    8272               9              20
    8273               8              19
    8274               2               4
    8275               1               3
    8276               7              22
    8277               6              18
    8278               0               3
    8279               1               3
    8280               7              19
    8281               9              20
    8282               0               1
    8283               8              22
    8284               7              21
    8285               7              21
    8286               8              18
    8287               5              11
    8288               3               8
    8289               8              20
    8290               8              22
    8291               2               8
    8292               3               7
    8293               6              19
    8294               6              19
    8295               5              11
    8296               0               3
    8297               8              19
    8298               0               4
    8299               1               3
    8300               4              13
    8301               1               4
    8302               7              18
    8303               8              19
    8304               1              15
    8305               3              12
    8306               1               5
    8307               8              25
    8308               3              13
    8309               7              20
    8310               4              12
    8311               2               6
    8312               0               3
    8313               8              19
    8314               1               5
    8315               9              22
    8316               5              16
    8317               9              21
    8318               1               4
    8319               1               5
    8320               1               2
    8321               1               5
    8322               5              14
    8323               4              15
    8324               0               4
    8325               5              11
    8326               7              18
    8327               8              19
    8328               2               6
    8329               6              19
    8330               3               5
    8331               3              13
    8332               1               4
    8333               0               3
    8334               3              15
    8335               3              12
    8336               6              14
    8337               1               4
    8338               7              18
    8339               4              11
    8340               0               3
    8341               3              13
    8342               8              19
    8343               0               3
    8344               7              19
    8345               5              16
    8346               4              16
    8347               1               4
    8348               8              21
    8349               8              20
    8350               1               5
    8351               1               4
    8352               3              13
    8353               4              14
    8354               1               5
    8355               7              23
    8356               8              19
    8357               0               4
    8358               7              21
    8359               7              18
    8360               7              20
    8361               6              19
    8362               5              13
    8363               7              20
    8364               8              20
    8365               8              21
    8366               0               4
    8367               7              19
    8368               8              18
    8369               4              14
    8370               9              18
    8371               9              21
    8372               2               3
    8373               1               5
    8374               7              20
    8375               7              18
    8376               1               3
    8377               1               4
    8378               1               5
    8379               1               5
    8380               0               3
    8381               2               4
    8382               7              24
    8383               0               5
    8384               8              20
    8385               8              21
    8386               8              21
    8387               8              19
    8388               8              21
    8389               2               4
    8390               1               5
    8391               1               4
    8392               1               4
    8393               5              15
    8394               0               5
    8395               9              15
    8396               8              20
    8397               0               3
    8398               5              13
    8399               3              11
    8400               2               4
    8401               5              12
    8402               4              11
    8403               4              12
    8404               1               6
    8405               1               4
    8406               3               5
    8407               3              12
    8408               7              14
    8409               2               6
    8410               1               5
    8411               0               4
    8412               5              13
    8413               1               5
    8414               1               4
    8415               2               5
    8416               4              14
    8417               4               9
    8418               1               4
    8419               4              14
    8420               4              13
    8421               0               4
    8422               1               3
    8423               5              16
    8424               1               7
    8425               1               7
    8426               1               5
    8427               0               5
    8428               1               5
    8429               6              12
    8430               5              15
    8431               0               6
    8432               5              11
    8433               4              16
    8434               1               5
    8435               1               4
    8436               1               5
    8437               5              15
    8438               4              13
    8439               5              17
    8440               4              14
    8441               5              16
    8442               1               5
    8443               1               5
    8444               1               3
    8445               2              13
    8446               2               6
    8447               6              17
    8448               6              13
    8449               1               4
    8450               1               5
    8451               4              19
    8452               5              15
    8453               4              17
    8454               1               5
    8455               6              14
    8456               5              18
    8457               0               7
    8458               1               4
    8459               3              12
    8460               1               5
    8461               3              15
    8462               5              14
    8463               4              14
    8464               6              15
    8465               1               5
    8466               4              16
    8467               3              16
    8468               5              17
    8469               4              17
    8470               4              16
    8471               3              18
    8472               5              17
    8473               5              17
    8474               4              11
    8475               3              12
    8476               5              17
    8477               6              11
    8478               6              18
    8479               1               6
    8480               3              13
    8481               5              18
    8482               4              12
    8483               0               5
    8484               4              16
    8485               5              15
    8486               0               3
    8487               6              18
    8488               3              13
    8489               4              15
    8490               4              17
    8491               6              15
    8492               3              17
    8493               5              17
    8494               6              17
    8495               4              18
    8496               6              15
    8497               4              17
    8498               4              21
    8499               5              21
    8500               5              18
    8501               6              17
    8502               7              15
    8503               8              13
    8504               0               4
    8505               1               5
    8506               2               5
    8507               7              15
    8508               4              17
    8509               5              14
    8510               5              18
    8511               3              17
    8512               4              22
    8513               3               7
    8514               3              18
    8515               3              16
    8516               4              14
    8517               0               4
    8518               1               6
    8519               3              15
    8520               5              14
    8521               8              22
    8522               7              18
    8523               5              17
    8524               6              19
    8525               5              17
    8526               5              17
    8527               6              18
    8528               4              18
    8529               5              15
    8530               4              15
    8531               8              19
    8532               4              13
    8533               6              20
    8534               6              19
    8535               6              19
    8536               3              18
    8537               3              17
    8538               4              16
    8539               3              15
    8540               5              17
    8541               6              18
    8542               5              18
    8543               4              14
    8544               4              16
    8545               4              16
    8546               4              16
    8547               4              16
    8548               4              16
    8549               5              16
    8550               6              17
    8551               5              15
    8552               6              21
    8553               7              22
    8554               6              18
    8555               8              19
    8556               7              15
    8557               8              16
    8558               4              12
    8559               5              13
    8560               8              22
    8561               5              15
    8562               3              12
    8563               7              20
    8564               6              13
    8565               4               9
    8566               1               3
    8567               4              14
    8568               2               4
    8569               1               5
    8570               4              10
    8571               0               4
    8572               1               6
    8573               0               3
    8574               0               4
    8575               1               5
    8576               1               6
    8577               3               6
    8578               1               4
    8579               2               6
    8580               5              10
    8581               7              20
    8582               1               5
    8583               6              11
    8584               1               3
    8585               1               5
    8586               5              12
    8587               5              11
    8588               3              11
    8589               4              10
    8590               2               4
    8591               2               4
    8592               2               6
    8593               1               4
    8594               0               4
    8595               1               5
    8596               1               5
    8597               1               4
    8598               3               4
    8599               0               4
    8600               0               4
    8601               1               4
    8602               1               5
    8603               1               3
    8604               1               3
    8605               1               5
    8606               1               6
    8607               7              17
    8608               0               4
    8609               2               4
    8610               7              20
    8611               6              16
    8612               5              16
    8613               1               4
    8614               1               3
    8615               7              13
    8616               2               4
    8617               0               4
    8618               3              10
    8619               5              10
    8620               2               4
    8621               7              13
    8622               2               5
    8623               0               3
    8624               0               4
    8625               2               4
    8626               2               5
    8627               1               6
    8628               0               4
    8629               0               5
    8630               0               4
    8631               1               5
    8632               1               6
    8633               1               6
    8634               4              12
    8635               0               4
    8636               0               3
    8637               0               4
    8638               0               6
    8639               0               4
    8640               6              13
    8641               1               4
    8642               1               4
    8643               0               4
    8644               1               4
    8645               0               3
    8646               1               2
    8647               8              17
    8648               0               4
    8649               8              22
    8650               9              21
    8651               8              19
    8652               0               4
    8653               7              20
    8654               4              12
    8655               8              20
    8656               8              17
    8657               2               5
    8658               0               2
    8659               9              22
    8660               7              22
    8661               6              11
    8662               5              14
    8663               4              11
    8664               7              24
    8665               7              21
    8666               7              22
    8667               8              24
    8668               7              19
    8669               5              13
    8670               8              19
    8671               7              18
    8672               7              19
    8673               8              20
    8674               6              21
    8675              10              20
    8676               9              17
    8677               8              18
    8678               9              20
    8679               8              18
    8680               1               4
    8681               7              17
    8682               2               5
    8683               1               5
    8684               0               5
    8685               8              15
    8686               2               5
    8687               7              19
    8688               8              19
    8689               7              16
    8690               6              19
    8691               9              23
    8692               7              20
    8693               5              19
    8694               2               5
    8695               8              18
    8696               4              12
    8697               0               4
    8698               7              15
    8699               4              10
    8700               2               6
    8701               1               5
    8702               1               5
    8703               7              21
    8704               1               4
    8705               0               4
    8706               1               3
    8707               1               3
    8708               1               5
    8709               0               5
    8710               3              10
    8711               4              11
    8712               3              13
    8713               0               5
    8714               5              16
    8715               6              15
    8716               4              14
    8717               5               9
    8718               4              12
    8719               6              16
    8720               1               5
    8721               3               5
    8722               6              16
    8723               1               8
    8724               7              21
    8725               8              16
    8726               7              12
    8727               5              11
    8728               3              13
    8729               3              12
    8730               4              10
    8731               6              11
    8732               6              19
    8733               9              24
    8734               6              13
    8735               6              18
    8736               1               4
    8737               0               3
    8738               6              16
    8739               0               4
    8740               7              19
    8741               1               4
    8742               1               4
    8743               9              20
    8744               0               2
    8745               1               4
    8746               0               3
    8747               0               4
    8748               4               8
    8749               1               5
    8750               5              12
    8751               4              10
    8752               3              11
    8753               4              12
    8754               4               9
    8755               4              11
    8756               4               8
    8757               4              12
    8758               4              11
    8759               1               6
    8760               6              11
    8761               6              13
    8762               5              11
    8763               5              11
    8764               0               2
    8765               7              18
    8766               5              18
    8767               3               7
    8768               3              10
    8769               5               8
    8770               5              11
    8771               5              10
    8772               5               9
    8773               5              11
    8774               5              12
    8775               6              11
    8776               3               6
    8777               1               5
    8778               1               3
    8779               8              18
    8780               1               4
    8781               1               5
    8782               1               5
    8783               1               4
    8784               1               4
    8785               2               6
    8786               1               3
    8787               2               6
    8788               2               6
    8789               1               3
    8790               1               5
    8791               8              13
    8792               5              13
    8793               3              15
    8794               0               5
    8795               2               5
    8796               1               4
    8797               2               6
    8798               1               5
    8799               1               7
    8800               2               7
    8801               6              13
    8802               2               6
    8803               1               6
    8804               2               6
    8805               0               5
    8806               5              11
    8807               1               6
    8808               1               5
    8809               6              12
    8810               6              13
    8811               2               6
    8812               0               3
    8813               1               4
    8814               0               3
    8815               0               4
    8816               4               7
    8817               1               6
    8818               1               3
    8819               1               5
    8820               0               5
    8821               3               6
    8822               2               5
    8823               0               5
    8824               1               6
    8825               3               6
    8826               2               6
    8827               0               3
    8828               4               9
    8829               1               5
    8830               3               4
    8831               0               5
    8832               1               6
    8833               2               5
    8834               1               4
    8835               2               4
    8836               0               3
    8837               0               4
    8838               0               4
    8839               1               5
    8840               1               4
    8841               2               6
    8842               2               6
    8843               8              20
    8844               1               5
    8845               1               5
    8846               0               4
    8847               1               4
    8848               0               5
    8849               2               5
    8850               1               6
    8851               1               2
    8852               2               6
    8853               2               7
    8854               1               5
    8855               5              11
    8856               1               4
    8857               2               5
    8858               6              11
    8859               2               5
    8860               6              12
    8861               0               4
    8862               0               4
    8863               1               3
    8864               0               5
    8865               0               6
    8866               1               6
    8867               1               5
    8868               2               6
    8869               1               4
    8870               1               6
    8871               1               3
    8872               7              18
    8873               6              16
    8874               0               6
    8875               1               5
    8876               1               4
    8877               2               5
    8878               1               3
    8879               1               4
    8880               1               7
    8881               2               4
    8882               0               3
    8883               1               5
    8884               2               4
    8885               0               3
    8886               0               3
    8887               0               4
    8888               6              17
    8889               1               4
    8890               1               5
    8891               2               5
    8892               5              12
    8893               2               8
    8894               0               5
    8895               0               5
    8896               8              19
    8897               0               5
    8898               0               4
    8899               0               3
    8900               0               5
    8901               5              15
    8902               5              12
    8903               2               5
    8904               1               4
    8905               2               6
    8906               1               7
    8907               2               7
    8908               1               4
    8909               2               5
    8910               1               6
    8911               1               7
    8912               0               4
    8913               4              10
    8914               1               4
    8915               1               3
    8916               1               4
    8917               1               3
    8918               6              18
    8919               0               2
    8920               5              15
    8921               5              14
    8922               6              17
    8923               4              17
    8924               4              16
    8925               5              14
    8926               7              15
    8927               8              18
    8928               4              18
    8929               4              15
    8930               4              17
    8931               3              13
    8932               1               3
    8933               5              14
    8934               1               5
    8935               3              16
    8936               0               4
    8937               4              18
    8938               5              14
    8939               6              16
    8940               5              17
    8941               5              13
    8942               1               6
    8943               4              10
    8944               7              13
    8945               7              15
    8946               5              14
    8947               1               5
    8948               2               4
    8949               3              15
    8950               4              12
    8951               5              13
    8952               6              13
    8953               6              16
    8954               0               3
    8955               5              14
    8956               4              14
    8957               6              11
    8958               6              18
    8959               5              18
    8960               7              15
    8961               5              13
    8962               5              16
    8963               7              15
    8964               5              15
    8965               8              16
    8966               4              13
    8967               8              15
    8968               5              16
    8969               7              19
    8970               5              13
    8971               8              17
    8972               7              18
    8973               5              17
    8974               7              17
    8975               0               4
    8976               8              19
    8977               7              14
    8978               1               4
    8979               6              20
    8980               5              18
    8981               1               6
    8982               4              14
    8983               6              13
    8984               5              17
    8985               4              15
    8986               7              19
    8987               5              13
    8988               3              13
    8989               4              18
    8990               4              16
    8991               4              13
    8992               0               5
    8993               2               5
    8994               0               4
    8995               5              18
    8996               3              16
    8997               3              14
    8998               0               3
    8999               5              17
    9000               4              17
    9001               7              15
    9002               3              13
    9003               1               4
    9004               4              11
    9005               5              12
    9006               3              12
    9007               5              13
    9008               6              13
    9009               1               3
    9010               4              18
    9011               2              13
    9012               7              15
    9013               2              10
    9014               4              13
    9015               4              11
    9016               6              18
    9017               0               2
    9018               5              15
    9019               6              16
    9020               6              16
    9021               7              15
    9022               4              13
    9023               5              15
    9024               4              15
    9025               4              12
    9026               3              15
    9027               4              15
    9028               1               8
    9029               6              18
    9030               5              11
    9031               6              12
    9032               0               3
    9033               4              12
    9034               1               3
    9035               3              14
    9036               6              19
    9037               6              15
    9038               7              19
    9039               1               4
    9040               6              19
    9041               1               5
    9042               5              12
    9043               1               4
    9044               9              18
    9045               7              19
    9046               7              18
    9047               4              14
    9048               5              14
    9049               6              10
    9050               5              16
    9051               0               3
    9052               1               5
    9053               4              14
    9054               6              15
    9055               1               5
    9056               1               4
    9057               9              16
    9058               9              20
    9059               8              18
    9060               8              18
    9061               7              16
    9062               5              16
    9063               4              13
    9064               4              11
    9065               1               5
    9066               1               5
    9067               2              11
    9068               5              15
    9069               5              13
    9070               1               4
    9071               3               8
    9072               5              14
    9073               7              18
    9074               2               5
    9075               2               5
    9076               6              15
    9077               1               4
    9078               6              18
    9079               8              19
    9080               3              14
    9081               7              17
    9082               1               5
    9083               5              16
    9084               5              14
    9085               4              12
    9086               4              14
    9087               1               5
    9088               6              14
    9089               7              19
    9090               6              19
    9091               4              12
    9092               3              15
    9093               0               4
    9094               6              18
    9095               6              15
    9096               7              19
    9097               7              22
    9098               5              18
    9099               4              15
    9100               6              14
    9101               4              13
    9102               6              14
    9103               5              15
    9104               7              13
    9105               7              19
    9106               7              18
